product_id,product,category,quantity,expiry_date,status
PN001,Apples,Fruits,1,25-08-2024,sold
PN001,Apples,Fruits,10,27-08-2024,sold
PN001,Apples,Fruits,3,27-08-2024,unsold
PN001,Apples,Fruits,4,28-08-2024,sold
PN001,Apples,Fruits,4,29-08-2024,sold
PN001,Apples,Fruits,1,29-08-2024,unsold
PN001,Apples,Fruits,9,30-08-2024,sold
PN001,Apples,Fruits,2,06-09-2024,sold
PN001,Apples,Fruits,3,12-09-2024,unsold
PN001,Apples,Fruits,10,14-09-2024,sold
PN001,Apples,Fruits,12,17-09-2024,sold
PN001,Apples,Fruits,2,24-09-2024,sold
PN001,Apples,Fruits,3,27-09-2024,sold
PN001,Apples,Fruits,3,29-09-2024,unsold
PN001,Apples,Fruits,7,30-09-2024,sold
PN001,Apples,Fruits,4,07-10-2024,sold
PN001,Apples,Fruits,5,07-10-2024,sold
PN001,Apples,Fruits,5,07-10-2024,sold
PN001,Apples,Fruits,8,07-10-2024,sold
PN001,Apples,Fruits,10,07-10-2024,sold
PN001,Apples,Fruits,6,07-10-2024,sold
PN001,Apples,Fruits,5,07-10-2024,sold
PN001,Apples,Fruits,13,07-10-2024,sold
PN001,Apples,Fruits,5,07-10-2024,unsold
PN001,Apples,Fruits,6,10-10-2024,sold
PN001,Apples,Fruits,4,11-10-2024,sold
PN001,Apples,Fruits,9,11-10-2024,sold
PN001,Apples,Fruits,5,11-10-2024,unsold
PN001,Apples,Fruits,3,12-10-2024,sold
PN001,Apples,Fruits,12,15-10-2024,sold
PN001,Apples,Fruits,1,16-10-2024,unsold
PN001,Apples,Fruits,9,18-10-2024,sold
PN001,Apples,Fruits,5,19-10-2024,unsold
PN001,Apples,Fruits,9,20-10-2024,sold
PN001,Apples,Fruits,7,24-10-2024,sold
PN001,Apples,Fruits,3,25-10-2024,unsold
PN001,Apples,Fruits,4,28-10-2024,sold
PN001,Apples,Fruits,11,31-10-2024,sold
PN001,Apples,Fruits,15,04-11-2024,sold
PN001,Apples,Fruits,11,10-11-2024,sold
PN001,Apples,Fruits,7,10-11-2024,sold
PN001,Apples,Fruits,10,10-11-2024,sold
PN001,Apples,Fruits,8,10-11-2024,sold
PN001,Apples,Fruits,4,10-11-2024,sold
PN001,Apples,Fruits,8,10-11-2024,sold
PN001,Apples,Fruits,14,10-11-2024,sold
PN001,Apples,Fruits,4,12-11-2024,sold
PN001,Apples,Fruits,1,13-11-2024,sold
PN001,Apples,Fruits,7,16-11-2024,sold
PN001,Apples,Fruits,1,19-11-2024,unsold
PN001,Apples,Fruits,4,21-11-2024,unsold
PN001,Apples,Fruits,8,29-11-2024,sold
PN001,Apples,Fruits,10,01-12-2024,sold
PN001,Apples,Fruits,3,01-12-2024,sold
PN001,Apples,Fruits,1,06-12-2024,unsold
PN001,Apples,Fruits,1,06-12-2024,unsold
PN001,Apples,Fruits,3,06-12-2024,unsold
PN001,Apples,Fruits,5,09-12-2024,sold
PN001,Apples,Fruits,1,10-12-2024,sold
PN001,Apples,Fruits,1,10-12-2024,sold
PN001,Apples,Fruits,10,12-12-2024,sold
PN001,Apples,Fruits,10,15-12-2024,sold
PN001,Apples,Fruits,6,17-12-2024,sold
PN001,Apples,Fruits,1,19-12-2024,unsold
PN001,Apples,Fruits,11,21-12-2024,sold
PN001,Apples,Fruits,5,21-12-2024,unsold
PN001,Apples,Fruits,8,24-12-2024,sold
PN001,Apples,Fruits,1,24-12-2024,unsold
PN001,Apples,Fruits,1,24-12-2024,unsold
PN001,Apples,Fruits,10,25-12-2024,sold
PN001,Apples,Fruits,14,29-12-2024,sold
PN001,Apples,Fruits,7,01-01-2025,sold
PN001,Apples,Fruits,17,03-01-2025,sold
PN001,Apples,Fruits,3,09-01-2025,sold
PN002,Bananas,Fruits,11,05-01-2025,sold
PN002,Bananas,Fruits,4,24-12-2024,unsold
PN002,Bananas,Fruits,1,21-12-2024,unsold
PN002,Bananas,Fruits,5,19-12-2024,unsold
PN002,Bananas,Fruits,6,16-12-2024,sold
PN002,Bananas,Fruits,3,15-12-2024,sold
PN002,Bananas,Fruits,19,12-12-2024,sold
PN002,Bananas,Fruits,2,03-12-2024,unsold
PN002,Bananas,Fruits,3,02-12-2024,unsold
PN002,Bananas,Fruits,9,30-11-2024,sold
PN002,Bananas,Fruits,8,15-11-2024,sold
PN002,Bananas,Fruits,5,15-11-2024,unsold
PN002,Bananas,Fruits,5,10-11-2024,unsold
PN002,Bananas,Fruits,1,09-11-2024,unsold
PN002,Bananas,Fruits,13,04-11-2024,sold
PN002,Bananas,Fruits,5,02-11-2024,sold
PN002,Bananas,Fruits,8,31-10-2024,sold
PN002,Bananas,Fruits,5,30-10-2024,unsold
PN002,Bananas,Fruits,5,30-10-2024,unsold
PN002,Bananas,Fruits,2,24-10-2024,unsold
PN002,Bananas,Fruits,1,19-10-2024,unsold
PN002,Bananas,Fruits,13,16-10-2024,sold
PN002,Bananas,Fruits,1,11-10-2024,unsold
PN002,Bananas,Fruits,19,10-10-2024,sold
PN002,Bananas,Fruits,20,09-10-2024,sold
PN002,Bananas,Fruits,18,07-10-2024,sold
PN002,Bananas,Fruits,2,24-09-2024,unsold
PN002,Bananas,Fruits,12,11-09-2024,sold
PN002,Bananas,Fruits,5,10-09-2024,unsold
PN002,Bananas,Fruits,16,08-09-2024,sold
PN002,Bananas,Fruits,9,01-09-2024,sold
PN002,Bananas,Fruits,2,01-09-2024,unsold
PN002,Bananas,Fruits,3,13-08-2024,sold
PN002,Bananas,Fruits,6,11-08-2024,sold
PN002,Bananas,Fruits,15,08-08-2024,sold
PN002,Bananas,Fruits,20,07-08-2024,sold
PN002,Bananas,Fruits,17,04-08-2024,sold
PN002,Bananas,Fruits,5,22-07-2024,unsold
PN002,Bananas,Fruits,10,20-07-2024,sold
PN002,Bananas,Fruits,15,18-07-2024,sold
PN002,Bananas,Fruits,14,12-07-2024,sold
PN002,Bananas,Fruits,7,12-07-2024,sold
PN002,Bananas,Fruits,2,11-07-2024,unsold
PN002,Bananas,Fruits,2,30-06-2024,sold
PN002,Bananas,Fruits,15,27-06-2024,sold
PN002,Bananas,Fruits,3,22-06-2024,unsold
PN002,Bananas,Fruits,4,16-06-2024,sold
PN002,Bananas,Fruits,1,14-06-2024,unsold
PN002,Bananas,Fruits,3,07-06-2024,sold
PN002,Bananas,Fruits,3,07-06-2024,unsold
PN002,Bananas,Fruits,7,30-05-2024,sold
PN002,Bananas,Fruits,3,18-05-2024,unsold
PN002,Bananas,Fruits,5,15-05-2024,sold
PN002,Bananas,Fruits,4,14-05-2024,unsold
PN002,Bananas,Fruits,4,09-05-2024,unsold
PN002,Bananas,Fruits,5,09-05-2024,unsold
PN002,Bananas,Fruits,11,08-05-2024,sold
PN002,Bananas,Fruits,18,03-05-2024,sold
PN002,Bananas,Fruits,5,02-05-2024,unsold
PN002,Bananas,Fruits,5,01-05-2024,unsold
PN002,Bananas,Fruits,1,29-04-2024,unsold
PN002,Bananas,Fruits,6,25-04-2024,sold
PN002,Bananas,Fruits,4,23-04-2024,sold
PN002,Bananas,Fruits,2,23-04-2024,unsold
PN002,Bananas,Fruits,1,22-04-2024,unsold
PN002,Bananas,Fruits,1,21-04-2024,sold
PN002,Bananas,Fruits,5,19-04-2024,sold
PN002,Bananas,Fruits,19,16-04-2024,sold
PN002,Bananas,Fruits,4,15-04-2024,unsold
PN002,Bananas,Fruits,10,09-04-2024,sold
PN002,Bananas,Fruits,2,08-04-2024,unsold
PN002,Bananas,Fruits,10,05-04-2024,sold
PN002,Bananas,Fruits,18,02-04-2024,sold
PN002,Bananas,Fruits,16,01-04-2024,sold
PN002,Bananas,Fruits,2,01-04-2024,unsold
PN002,Bananas,Fruits,4,25-03-2024,sold
PN002,Bananas,Fruits,7,23-03-2024,sold
PN002,Bananas,Fruits,3,22-03-2024,sold
PN002,Bananas,Fruits,3,18-03-2024,sold
PN002,Bananas,Fruits,15,18-03-2024,sold
PN002,Bananas,Fruits,12,12-03-2024,sold
PN002,Bananas,Fruits,13,09-03-2024,sold
PN002,Bananas,Fruits,2,09-03-2024,unsold
PN002,Bananas,Fruits,4,03-03-2024,unsold
PN002,Bananas,Fruits,12,28-02-2024,sold
PN002,Bananas,Fruits,18,23-02-2024,sold
PN002,Bananas,Fruits,5,20-02-2024,sold
PN002,Bananas,Fruits,9,15-02-2024,sold
PN002,Bananas,Fruits,2,05-02-2024,unsold
PN002,Bananas,Fruits,1,01-02-2024,sold
PN002,Bananas,Fruits,15,28-01-2024,sold
PN002,Bananas,Fruits,9,22-01-2024,sold
PN002,Bananas,Fruits,8,14-01-2024,sold
PN002,Bananas,Fruits,4,13-01-2024,sold
PN002,Bananas,Fruits,20,13-01-2024,sold
PN002,Bananas,Fruits,1,12-01-2024,unsold
PN002,Bananas,Fruits,1,12-01-2024,unsold
PN002,Bananas,Fruits,1,02-01-2024,unsold
PN003,Basmati Rice,Staples,13,30-12-2025,sold
PN003,Basmati Rice,Staples,7,26-12-2025,sold
PN003,Basmati Rice,Staples,19,25-12-2025,sold
PN003,Basmati Rice,Staples,17,24-12-2025,sold
PN003,Basmati Rice,Staples,9,30-11-2025,sold
PN003,Basmati Rice,Staples,17,28-11-2025,sold
PN003,Basmati Rice,Staples,3,09-11-2025,sold
PN003,Basmati Rice,Staples,17,27-10-2025,sold
PN003,Basmati Rice,Staples,19,26-10-2025,sold
PN003,Basmati Rice,Staples,16,25-10-2025,sold
PN003,Basmati Rice,Staples,18,08-09-2025,sold
PN003,Basmati Rice,Staples,1,11-08-2025,sold
PN003,Basmati Rice,Staples,8,25-07-2025,sold
PN003,Basmati Rice,Staples,18,21-07-2025,sold
PN003,Basmati Rice,Staples,8,08-07-2025,sold
PN003,Basmati Rice,Staples,16,04-07-2025,sold
PN003,Basmati Rice,Staples,20,17-06-2025,sold
PN003,Basmati Rice,Staples,9,13-06-2025,sold
PN003,Basmati Rice,Staples,9,12-06-2025,sold
PN003,Basmati Rice,Staples,14,09-06-2025,sold
PN003,Basmati Rice,Staples,10,07-06-2025,sold
PN003,Basmati Rice,Staples,5,04-06-2025,sold
PN003,Basmati Rice,Staples,11,02-06-2025,sold
PN003,Basmati Rice,Staples,14,28-05-2025,sold
PN003,Basmati Rice,Staples,5,22-05-2025,sold
PN003,Basmati Rice,Staples,13,19-05-2025,sold
PN003,Basmati Rice,Staples,7,22-04-2025,sold
PN003,Basmati Rice,Staples,6,15-04-2025,sold
PN003,Basmati Rice,Staples,3,11-04-2025,sold
PN003,Basmati Rice,Staples,4,05-04-2025,sold
PN003,Basmati Rice,Staples,2,26-03-2025,sold
PN003,Basmati Rice,Staples,11,08-03-2025,sold
PN003,Basmati Rice,Staples,12,01-03-2025,sold
PN003,Basmati Rice,Staples,20,12-02-2025,sold
PN003,Basmati Rice,Staples,5,27-01-2025,sold
PN003,Basmati Rice,Staples,9,20-01-2025,sold
PN003,Basmati Rice,Staples,18,20-01-2025,sold
PN003,Basmati Rice,Staples,14,06-01-2025,sold
PN003,Basmati Rice,Staples,4,27-12-2024,sold
PN003,Basmati Rice,Staples,2,02-12-2024,sold
PN003,Basmati Rice,Staples,3,08-10-2024,sold
PN003,Basmati Rice,Staples,12,17-06-2024,sold
PN003,Basmati Rice,Staples,8,07-06-2024,sold
PN003,Basmati Rice,Staples,12,18-04-2024,sold
PN003,Basmati Rice,Staples,9,12-04-2024,sold
PN003,Basmati Rice,Staples,1,29-03-2024,unsold
PN003,Basmati Rice,Staples,9,03-03-2024,sold
PN003,Basmati Rice,Staples,15,25-02-2024,sold
PN004,Beef,Meat,19,20-01-2025,sold
PN004,Beef,Meat,7,17-01-2025,sold
PN004,Beef,Meat,2,08-01-2025,sold
PN004,Beef,Meat,8,05-01-2025,sold
PN004,Beef,Meat,19,02-01-2025,sold
PN004,Beef,Meat,3,31-12-2024,sold
PN004,Beef,Meat,4,29-12-2024,unsold
PN004,Beef,Meat,15,18-12-2024,sold
PN004,Beef,Meat,18,16-12-2024,sold
PN004,Beef,Meat,15,15-12-2024,sold
PN004,Beef,Meat,2,14-12-2024,sold
PN004,Beef,Meat,14,05-12-2024,sold
PN004,Beef,Meat,3,03-12-2024,sold
PN004,Beef,Meat,6,01-12-2024,sold
PN004,Beef,Meat,11,12-11-2024,sold
PN004,Beef,Meat,12,12-11-2024,sold
PN004,Beef,Meat,1,12-11-2024,sold
PN004,Beef,Meat,2,09-11-2024,sold
PN004,Beef,Meat,14,19-10-2024,sold
PN004,Beef,Meat,1,15-10-2024,sold
PN004,Beef,Meat,13,13-10-2024,sold
PN004,Beef,Meat,5,11-10-2024,unsold
PN004,Beef,Meat,19,10-10-2024,sold
PN004,Beef,Meat,12,07-10-2024,sold
PN004,Beef,Meat,3,22-09-2024,unsold
PN004,Beef,Meat,8,15-09-2024,sold
PN004,Beef,Meat,15,11-09-2024,sold
PN004,Beef,Meat,19,06-09-2024,sold
PN004,Beef,Meat,10,06-09-2024,sold
PN004,Beef,Meat,18,29-08-2024,sold
PN004,Beef,Meat,13,25-08-2024,sold
PN004,Beef,Meat,18,24-08-2024,sold
PN004,Beef,Meat,20,22-08-2024,sold
PN004,Beef,Meat,7,22-08-2024,sold
PN004,Beef,Meat,5,10-08-2024,sold
PN004,Beef,Meat,16,09-08-2024,sold
PN004,Beef,Meat,8,06-08-2024,sold
PN004,Beef,Meat,16,31-07-2024,sold
PN004,Beef,Meat,1,31-07-2024,sold
PN004,Beef,Meat,13,31-07-2024,sold
PN004,Beef,Meat,8,11-07-2024,sold
PN004,Beef,Meat,19,01-07-2024,sold
PN004,Beef,Meat,16,26-06-2024,sold
PN004,Beef,Meat,20,21-06-2024,sold
PN004,Beef,Meat,11,17-06-2024,sold
PN004,Beef,Meat,2,13-06-2024,sold
PN004,Beef,Meat,13,09-06-2024,sold
PN004,Beef,Meat,4,16-05-2024,sold
PN004,Beef,Meat,4,13-05-2024,unsold
PN004,Beef,Meat,5,12-05-2024,sold
PN004,Beef,Meat,1,03-05-2024,sold
PN004,Beef,Meat,9,02-05-2024,sold
PN004,Beef,Meat,10,26-04-2024,sold
PN004,Beef,Meat,4,25-04-2024,sold
PN004,Beef,Meat,13,18-04-2024,sold
PN004,Beef,Meat,4,16-04-2024,sold
PN004,Beef,Meat,5,16-04-2024,sold
PN004,Beef,Meat,13,12-04-2024,sold
PN004,Beef,Meat,7,11-04-2024,sold
PN004,Beef,Meat,11,07-04-2024,sold
PN004,Beef,Meat,15,07-04-2024,sold
PN004,Beef,Meat,17,07-04-2024,sold
PN004,Beef,Meat,11,03-04-2024,sold
PN004,Beef,Meat,6,02-04-2024,sold
PN004,Beef,Meat,14,20-03-2024,sold
PN004,Beef,Meat,3,20-03-2024,sold
PN004,Beef,Meat,19,19-03-2024,sold
PN004,Beef,Meat,4,11-03-2024,sold
PN004,Beef,Meat,8,25-02-2024,sold
PN004,Beef,Meat,19,19-02-2024,sold
PN004,Beef,Meat,14,13-02-2024,sold
PN004,Beef,Meat,18,05-02-2024,sold
PN004,Beef,Meat,1,23-01-2024,sold
PN005,Bread,Bakery,4,30-12-2024,sold
PN005,Bread,Bakery,15,24-12-2024,sold
PN005,Bread,Bakery,5,21-12-2024,unsold
PN005,Bread,Bakery,3,19-12-2024,unsold
PN005,Bread,Bakery,8,15-12-2024,sold
PN005,Bread,Bakery,1,13-12-2024,unsold
PN005,Bread,Bakery,3,11-12-2024,sold
PN005,Bread,Bakery,1,11-12-2024,unsold
PN005,Bread,Bakery,13,08-12-2024,sold
PN005,Bread,Bakery,13,07-12-2024,sold
PN005,Bread,Bakery,5,06-12-2024,unsold
PN005,Bread,Bakery,4,06-12-2024,unsold
PN005,Bread,Bakery,15,02-12-2024,sold
PN005,Bread,Bakery,1,02-12-2024,unsold
PN005,Bread,Bakery,7,30-11-2024,sold
PN005,Bread,Bakery,7,29-11-2024,sold
PN005,Bread,Bakery,19,23-11-2024,sold
PN005,Bread,Bakery,11,23-11-2024,sold
PN005,Bread,Bakery,15,23-11-2024,sold
PN005,Bread,Bakery,6,21-11-2024,sold
PN005,Bread,Bakery,7,17-11-2024,sold
PN005,Bread,Bakery,4,15-11-2024,sold
PN005,Bread,Bakery,10,12-11-2024,sold
PN005,Bread,Bakery,19,10-11-2024,sold
PN005,Bread,Bakery,4,09-11-2024,sold
PN005,Bread,Bakery,9,03-11-2024,sold
PN005,Bread,Bakery,15,01-11-2024,sold
PN005,Bread,Bakery,14,01-11-2024,sold
PN005,Bread,Bakery,1,30-10-2024,unsold
PN005,Bread,Bakery,3,24-10-2024,sold
PN005,Bread,Bakery,5,24-10-2024,unsold
PN005,Bread,Bakery,10,22-10-2024,sold
PN005,Bread,Bakery,1,22-10-2024,unsold
PN005,Bread,Bakery,4,22-10-2024,unsold
PN005,Bread,Bakery,2,17-10-2024,unsold
PN005,Bread,Bakery,4,16-10-2024,unsold
PN005,Bread,Bakery,1,11-10-2024,unsold
PN005,Bread,Bakery,4,08-10-2024,sold
PN005,Bread,Bakery,3,05-10-2024,sold
PN005,Bread,Bakery,4,04-10-2024,unsold
PN005,Bread,Bakery,8,02-10-2024,sold
PN005,Bread,Bakery,11,01-10-2024,sold
PN005,Bread,Bakery,18,01-10-2024,sold
PN005,Bread,Bakery,1,29-09-2024,unsold
PN005,Bread,Bakery,12,25-09-2024,sold
PN005,Bread,Bakery,5,13-09-2024,unsold
PN005,Bread,Bakery,11,11-09-2024,sold
PN005,Bread,Bakery,18,11-09-2024,sold
PN005,Bread,Bakery,6,09-09-2024,sold
PN005,Bread,Bakery,5,06-09-2024,unsold
PN005,Bread,Bakery,19,04-09-2024,sold
PN005,Bread,Bakery,8,04-09-2024,sold
PN005,Bread,Bakery,5,04-09-2024,unsold
PN005,Bread,Bakery,5,01-09-2024,unsold
PN005,Bread,Bakery,20,31-08-2024,sold
PN005,Bread,Bakery,1,30-08-2024,unsold
PN005,Bread,Bakery,3,29-08-2024,unsold
PN005,Bread,Bakery,17,22-08-2024,sold
PN005,Bread,Bakery,16,20-08-2024,sold
PN005,Bread,Bakery,2,19-08-2024,unsold
PN005,Bread,Bakery,4,16-08-2024,unsold
PN005,Bread,Bakery,2,14-08-2024,unsold
PN005,Bread,Bakery,1,14-08-2024,unsold
PN005,Bread,Bakery,4,14-08-2024,unsold
PN005,Bread,Bakery,3,08-08-2024,unsold
PN005,Bread,Bakery,3,08-08-2024,unsold
PN005,Bread,Bakery,4,03-08-2024,unsold
PN005,Bread,Bakery,4,02-08-2024,unsold
PN005,Bread,Bakery,5,31-07-2024,sold
PN005,Bread,Bakery,9,29-07-2024,sold
PN005,Bread,Bakery,7,28-07-2024,sold
PN005,Bread,Bakery,1,28-07-2024,unsold
PN005,Bread,Bakery,3,23-07-2024,unsold
PN005,Bread,Bakery,14,22-07-2024,sold
PN005,Bread,Bakery,5,22-07-2024,unsold
PN005,Bread,Bakery,13,20-07-2024,sold
PN005,Bread,Bakery,10,20-07-2024,sold
PN005,Bread,Bakery,9,20-07-2024,sold
PN005,Bread,Bakery,7,20-07-2024,sold
PN005,Bread,Bakery,15,20-07-2024,sold
PN005,Bread,Bakery,4,15-07-2024,sold
PN005,Bread,Bakery,16,15-07-2024,sold
PN005,Bread,Bakery,5,14-07-2024,unsold
PN005,Bread,Bakery,4,14-07-2024,unsold
PN005,Bread,Bakery,18,13-07-2024,sold
PN005,Bread,Bakery,2,13-07-2024,unsold
PN005,Bread,Bakery,2,12-07-2024,unsold
PN005,Bread,Bakery,4,10-07-2024,unsold
PN005,Bread,Bakery,5,05-07-2024,sold
PN005,Bread,Bakery,4,02-07-2024,unsold
PN005,Bread,Bakery,4,02-07-2024,unsold
PN005,Bread,Bakery,14,26-06-2024,sold
PN005,Bread,Bakery,9,25-06-2024,sold
PN005,Bread,Bakery,2,22-06-2024,sold
PN005,Bread,Bakery,12,21-06-2024,sold
PN005,Bread,Bakery,5,19-06-2024,unsold
PN005,Bread,Bakery,16,17-06-2024,sold
PN005,Bread,Bakery,5,14-06-2024,unsold
PN005,Bread,Bakery,13,11-06-2024,sold
PN005,Bread,Bakery,4,07-06-2024,sold
PN005,Bread,Bakery,17,02-06-2024,sold
PN005,Bread,Bakery,20,02-06-2024,sold
PN005,Bread,Bakery,4,29-05-2024,unsold
PN005,Bread,Bakery,11,28-05-2024,sold
PN005,Bread,Bakery,1,25-05-2024,unsold
PN005,Bread,Bakery,3,21-05-2024,sold
PN005,Bread,Bakery,6,20-05-2024,sold
PN005,Bread,Bakery,2,18-05-2024,unsold
PN005,Bread,Bakery,20,17-05-2024,sold
PN005,Bread,Bakery,2,16-05-2024,unsold
PN005,Bread,Bakery,5,15-05-2024,unsold
PN005,Bread,Bakery,5,13-05-2024,unsold
PN005,Bread,Bakery,19,09-05-2024,sold
PN005,Bread,Bakery,2,09-05-2024,unsold
PN005,Bread,Bakery,2,09-05-2024,unsold
PN005,Bread,Bakery,9,08-05-2024,sold
PN005,Bread,Bakery,3,04-05-2024,unsold
PN005,Bread,Bakery,1,02-05-2024,unsold
PN005,Bread,Bakery,14,30-04-2024,sold
PN005,Bread,Bakery,3,27-04-2024,sold
PN005,Bread,Bakery,3,26-04-2024,sold
PN005,Bread,Bakery,3,26-04-2024,unsold
PN005,Bread,Bakery,5,23-04-2024,unsold
PN005,Bread,Bakery,3,23-04-2024,unsold
PN005,Bread,Bakery,14,20-04-2024,sold
PN005,Bread,Bakery,18,18-04-2024,sold
PN005,Bread,Bakery,12,17-04-2024,sold
PN005,Bread,Bakery,5,17-04-2024,sold
PN005,Bread,Bakery,10,14-04-2024,sold
PN005,Bread,Bakery,4,12-04-2024,sold
PN005,Bread,Bakery,1,10-04-2024,unsold
PN005,Bread,Bakery,2,08-04-2024,unsold
PN005,Bread,Bakery,13,05-04-2024,sold
PN005,Bread,Bakery,3,04-04-2024,unsold
PN005,Bread,Bakery,1,04-04-2024,unsold
PN005,Bread,Bakery,5,04-04-2024,unsold
PN005,Bread,Bakery,4,02-04-2024,unsold
PN005,Bread,Bakery,5,02-04-2024,unsold
PN005,Bread,Bakery,2,28-03-2024,sold
PN005,Bread,Bakery,18,28-03-2024,sold
PN005,Bread,Bakery,19,25-03-2024,sold
PN005,Bread,Bakery,14,23-03-2024,sold
PN005,Bread,Bakery,1,21-03-2024,unsold
PN005,Bread,Bakery,2,12-03-2024,unsold
PN005,Bread,Bakery,4,12-03-2024,unsold
PN005,Bread,Bakery,9,11-03-2024,sold
PN005,Bread,Bakery,16,11-03-2024,sold
PN005,Bread,Bakery,4,09-03-2024,unsold
PN005,Bread,Bakery,20,06-03-2024,sold
