date,product_id,product,category,quantity_sold,expiry_date,unit_price,discount,discount_price,shelf_life,holiday,event,event_name
26-12-2024,PN041,Salmon Fillets,Seafood,16,30-12-2024,4.25,0%,4.25,4,1,1,St Stephen’s Day
25-12-2024,PN003,Basmati Rice,Staples,19,25-12-2025,1.59,0%,1.59,365,1,1,Galway Christmas Market
25-12-2024,PN003,Basmati Rice,Staples,19,25-12-2025,1.59,0%,1.59,365,1,1,Christmas Day
25-12-2024,PN005,Bread,Bakery,4,30-12-2024,1.28,0%,1.28,5,1,1,Galway Christmas Market
25-12-2024,PN005,Bread,Bakery,4,30-12-2024,1.28,0%,1.28,5,1,1,Christmas Day
25-12-2024,PN009,Butter,Dairy,1,30-12-2024,3.99,0%,3.99,270,1,1,Galway Christmas Market
25-12-2024,PN009,Butter,Dairy,1,30-12-2024,3.99,0%,3.99,270,1,1,Christmas Day
25-12-2024,PN014,Charcoal,Non-Food,14,25-12-2026,1.75,0%,1.75,730,1,1,Galway Christmas Market
25-12-2024,PN014,Charcoal,Non-Food,14,25-12-2026,1.75,0%,1.75,730,1,1,Christmas Day
25-12-2024,PN017,Chocolates,Confectionery,4,25-12-2025,1.75,0%,1.75,365,1,1,Galway Christmas Market
25-12-2024,PN017,Chocolates,Confectionery,4,25-12-2025,1.75,0%,1.75,365,1,1,Christmas Day
25-12-2024,PN033,Oysters,Seafood,15,09-01-2025,3.99,0%,3.99,15,1,1,Galway Christmas Market
25-12-2024,PN033,Oysters,Seafood,15,09-01-2025,3.99,0%,3.99,15,1,1,Christmas Day
25-12-2024,PN033,Oysters,Seafood,11,09-01-2025,3.99,0%,3.99,15,1,1,Galway Christmas Market
25-12-2024,PN033,Oysters,Seafood,11,09-01-2025,3.99,0%,3.99,15,1,1,Christmas Day
25-12-2024,PN025,Ham,Meat,18,04-01-2025,2.99,0%,2.99,10,1,1,Galway Christmas Market
25-12-2024,PN025,Ham,Meat,18,04-01-2025,2.99,0%,2.99,10,1,1,Christmas Day
25-12-2024,PN025,Ham,Meat,11,04-01-2025,2.99,0%,2.99,10,1,1,Galway Christmas Market
25-12-2024,PN025,Ham,Meat,11,04-01-2025,2.99,0%,2.99,10,1,1,Christmas Day
25-12-2024,PN025,Ham,Meat,14,04-01-2025,2.99,0%,2.99,10,1,1,Galway Christmas Market
25-12-2024,PN025,Ham,Meat,14,04-01-2025,2.99,0%,2.99,10,1,1,Christmas Day
25-12-2024,PN025,Ham,Meat,19,04-01-2025,2.99,0%,2.99,10,1,1,Galway Christmas Market
25-12-2024,PN025,Ham,Meat,19,04-01-2025,2.99,0%,2.99,10,1,1,Christmas Day
25-12-2024,PN025,Ham,Meat,17,04-01-2025,2.99,0%,2.99,10,1,1,Galway Christmas Market
25-12-2024,PN025,Ham,Meat,17,04-01-2025,2.99,0%,2.99,10,1,1,Christmas Day
25-12-2024,PN048,Turkey,Meat,15,08-01-2025,1.99,0%,1.99,14,1,1,Galway Christmas Market
25-12-2024,PN048,Turkey,Meat,15,08-01-2025,1.99,0%,1.99,14,1,1,Christmas Day
25-12-2024,PN048,Turkey,Meat,14,08-01-2025,1.99,0%,1.99,14,1,1,Galway Christmas Market
25-12-2024,PN048,Turkey,Meat,14,08-01-2025,1.99,0%,1.99,14,1,1,Christmas Day
25-12-2024,PN048,Turkey,Meat,12,08-01-2025,1.99,0%,1.99,14,1,1,Galway Christmas Market
25-12-2024,PN048,Turkey,Meat,12,08-01-2025,1.99,0%,1.99,14,1,1,Christmas Day
25-12-2024,PN048,Turkey,Meat,5,08-01-2025,1.99,0%,1.99,14,1,1,Galway Christmas Market
25-12-2024,PN048,Turkey,Meat,5,08-01-2025,1.99,0%,1.99,14,1,1,Christmas Day
25-12-2024,PN048,Turkey,Meat,11,08-01-2025,1.99,0%,1.99,14,1,1,Galway Christmas Market
25-12-2024,PN048,Turkey,Meat,11,08-01-2025,1.99,0%,1.99,14,1,1,Christmas Day
25-12-2024,PN048,Turkey,Meat,11,08-01-2025,1.99,0%,1.99,14,1,1,Galway Christmas Market
25-12-2024,PN048,Turkey,Meat,11,08-01-2025,1.99,0%,1.99,14,1,1,Christmas Day
24-12-2024,PN001,Apples,Fruits,17,03-01-2025,0.6,0%,0.6,10,0,1,Galway Christmas Market
24-12-2024,PN003,Basmati Rice,Staples,17,24-12-2025,1.59,0%,1.59,365,0,1,Galway Christmas Market
24-12-2024,PN003,Basmati Rice,Staples,4,27-12-2024,1.59,10%,1.43,365,0,1,Galway Christmas Market
24-12-2024,PN008,Burger Patties,Meat,1,24-12-2025,3.0,0%,3.0,365,0,1,Galway Christmas Market
24-12-2024,PN034,Pasta,Staples,1,24-12-2025,1.45,0%,1.45,365,0,1,Galway Christmas Market
24-12-2024,PN037,Potatoes,Vegetables,4,26-12-2024,0.46,15%,0.39,20,0,1,Galway Christmas Market
24-12-2024,PN043,Soft Drinks,Beverages,13,21-08-2025,3.4,0%,3.4,240,0,1,Galway Christmas Market
23-12-2024,PN007,Brussels Sprouts,Vegetables,11,30-12-2024,1.07,0%,1.07,7,0,1,Galway Christmas Market
23-12-2024,PN007,Brussels Sprouts,Vegetables,16,30-12-2024,1.07,0%,1.07,7,0,1,Galway Christmas Market
23-12-2024,PN013,Carrots,Vegetables,18,25-12-2024,0.13,15%,0.11,14,0,1,Galway Christmas Market
23-12-2024,PN014,Charcoal,Non-Food,13,23-12-2026,1.75,0%,1.75,730,0,1,Galway Christmas Market
23-12-2024,PN022,Easter Eggs,Confectionery,6,23-12-2025,1.2,0%,1.2,365,0,1,Galway Christmas Market
23-12-2024,PN024,Guinness,Beverages,4,21-07-2025,4.66,0%,4.66,210,0,1,Galway Christmas Market
23-12-2024,PN025,Ham,Meat,15,02-01-2025,2.99,0%,2.99,10,0,1,Galway Christmas Market
23-12-2024,PN025,Ham,Meat,10,02-01-2025,2.99,0%,2.99,10,0,1,Galway Christmas Market
23-12-2024,PN032,Oranges,Fruits,18,06-01-2025,0.6,0%,0.6,14,0,1,Galway Christmas Market
23-12-2024,PN040,Salami,Meat,8,13-01-2025,1.6,0%,1.6,21,0,1,Galway Christmas Market
23-12-2024,PN048,Turkey,Meat,5,06-01-2025,1.99,0%,1.99,14,0,1,Galway Christmas Market
22-12-2024,PN012,Canned Soup,Staples,20,22-12-2026,2.13,0%,2.13,730,0,1,Galway Christmas Market
22-12-2024,PN014,Charcoal,Non-Food,6,22-12-2026,1.75,0%,1.75,730,0,1,Galway Christmas Market
22-12-2024,PN014,Charcoal,Non-Food,8,22-12-2026,1.75,0%,1.75,730,0,1,Galway Christmas Market
22-12-2024,PN015,Cheese,Dairy,6,25-12-2024,2.5,10%,2.25,21,0,1,Galway Christmas Market
22-12-2024,PN019,Coffee,Beverages,4,22-12-2025,3.3,0%,3.3,365,0,1,Galway Christmas Market
22-12-2024,PN026,Lamb,Meat,12,25-12-2024,5.0,0%,5.0,3,0,1,Galway Christmas Market
22-12-2024,PN032,Oranges,Fruits,3,23-12-2024,0.6,25%,0.45,14,0,1,Galway Christmas Market
22-12-2024,PN037,Potatoes,Vegetables,10,11-01-2025,0.46,0%,0.46,20,0,1,Galway Christmas Market
22-12-2024,PN039,Red Wine,Beverages,10,22-12-2027,10.5,0%,10.5,1095,0,1,Galway Christmas Market
22-12-2024,PN046,Strawberries,Fruits,12,26-12-2024,0.5,0%,0.5,4,0,1,Galway Christmas Market
22-12-2024,PN049,White Wine,Beverages,16,22-12-2026,10.5,0%,10.5,730,0,1,Galway Christmas Market
21-12-2024,PN010,Butter Croissant,Bakery,20,24-12-2024,1.5,0%,1.5,3,0,1,Galway Christmas Market
21-12-2024,PN014,Charcoal,Non-Food,13,21-12-2026,1.75,0%,1.75,730,0,1,Galway Christmas Market
21-12-2024,PN015,Cheese,Dairy,9,21-12-2024,2.5,30%,1.75,21,0,1,Galway Christmas Market
21-12-2024,PN023,Eggs,Dairy,6,23-12-2024,0.21,15%,0.18,21,0,1,Galway Christmas Market
21-12-2024,PN028,Milk,Dairy,14,22-12-2024,1.25,25%,0.94,7,0,1,Galway Christmas Market
21-12-2024,PN031,Orange Juice,Beverages,6,04-01-2025,2.5,0%,2.5,14,0,1,Galway Christmas Market
21-12-2024,PN041,Salmon Fillets,Seafood,13,22-12-2024,4.25,25%,3.19,4,0,1,Galway Christmas Market
21-12-2024,PN048,Turkey,Meat,7,04-01-2025,1.99,0%,1.99,14,0,1,Galway Christmas Market
20-12-2024,PN001,Apples,Fruits,10,25-12-2024,0.6,5%,0.57,10,0,1,Galway Christmas Market
20-12-2024,PN011,Cabbage,Vegetables,16,30-12-2024,1.29,0%,1.29,10,0,1,Galway Christmas Market
20-12-2024,PN034,Pasta,Staples,6,25-12-2024,1.45,5%,1.38,365,0,1,Galway Christmas Market
20-12-2024,PN039,Red Wine,Beverages,3,20-12-2027,10.5,0%,10.5,1095,0,1,Galway Christmas Market
20-12-2024,PN039,Red Wine,Beverages,18,20-12-2027,10.5,0%,10.5,1095,0,1,Galway Christmas Market
20-12-2024,PN043,Soft Drinks,Beverages,9,22-12-2024,3.4,15%,2.89,240,0,1,Galway Christmas Market
20-12-2024,PN045,Spinach,Vegetables,14,30-12-2024,1.39,0%,1.39,10,0,1,Galway Christmas Market
20-12-2024,PN048,Turkey,Meat,6,03-01-2025,1.99,0%,1.99,14,0,1,Galway Christmas Market
19-12-2024,PN001,Apples,Fruits,14,29-12-2024,0.6,0%,0.6,10,0,1,Galway Christmas Market
19-12-2024,PN005,Bread,Bakery,15,24-12-2024,1.28,0%,1.28,5,0,1,Galway Christmas Market
19-12-2024,PN012,Canned Soup,Staples,16,19-12-2026,2.13,0%,2.13,730,0,1,Galway Christmas Market
19-12-2024,PN014,Charcoal,Non-Food,13,19-12-2026,1.75,0%,1.75,730,0,1,Galway Christmas Market
19-12-2024,PN023,Eggs,Dairy,3,09-01-2025,0.21,0%,0.21,21,0,1,Galway Christmas Market
19-12-2024,PN025,Ham,Meat,16,20-12-2024,2.99,25%,2.24,10,0,1,Galway Christmas Market
19-12-2024,PN034,Pasta,Staples,1,19-12-2025,1.45,0%,1.45,365,0,1,Galway Christmas Market
19-12-2024,PN042,Smoothie,Beverages,1,29-12-2024,4.25,0%,4.25,10,0,1,Galway Christmas Market
19-12-2024,PN047,Tomatoes,Vegetables,17,26-12-2024,0.8,0%,0.8,7,0,1,Galway Christmas Market
19-12-2024,PN050,Yogurt,Dairy,15,22-12-2024,1.35,10%,1.22,15,0,1,Galway Christmas Market
18-12-2024,PN004,Beef,Meat,2,08-01-2025,4.5,0%,4.5,21,0,1,Galway Christmas Market
18-12-2024,PN015,Cheese,Dairy,3,08-01-2025,2.5,0%,2.5,21,0,1,Galway Christmas Market
18-12-2024,PN022,Easter Eggs,Confectionery,16,18-12-2025,1.2,0%,1.2,365,0,1,Galway Christmas Market
18-12-2024,PN024,Guinness,Beverages,20,16-07-2025,4.66,0%,4.66,210,0,1,Galway Christmas Market
18-12-2024,PN039,Red Wine,Beverages,12,18-12-2024,10.5,30%,7.35,1095,0,1,Galway Christmas Market
18-12-2024,PN042,Smoothie,Beverages,13,28-12-2024,4.25,0%,4.25,10,0,1,Galway Christmas Market
18-12-2024,PN046,Strawberries,Fruits,14,18-12-2024,0.5,30%,0.35,4,0,1,Galway Christmas Market
17-12-2024,PN006,Breakfast Cereals,Staples,6,17-12-2025,1.29,0%,1.29,365,0,1,Galway Christmas Market
17-12-2024,PN009,Butter,Dairy,11,22-12-2024,3.99,0%,3.99,270,0,1,Galway Christmas Market
17-12-2024,PN010,Butter Croissant,Bakery,19,20-12-2024,1.5,0%,1.5,3,0,1,Galway Christmas Market
17-12-2024,PN012,Canned Soup,Staples,7,17-12-2026,2.13,0%,2.13,730,0,1,Galway Christmas Market
17-12-2024,PN031,Orange Juice,Beverages,14,18-12-2024,2.5,25%,1.88,14,0,1,Galway Christmas Market
17-12-2024,PN034,Pasta,Staples,16,17-12-2025,1.45,0%,1.45,365,0,1,Galway Christmas Market
17-12-2024,PN037,Potatoes,Vegetables,14,18-12-2024,0.46,25%,0.35,20,0,1,Galway Christmas Market
17-12-2024,PN041,Salmon Fillets,Seafood,16,21-12-2024,4.25,0%,4.25,4,0,1,Galway Christmas Market
17-12-2024,PN042,Smoothie,Beverages,4,27-12-2024,4.25,0%,4.25,10,0,1,Galway Christmas Market
16-12-2024,PN009,Butter,Dairy,5,21-12-2024,3.99,0%,3.99,270,0,1,Galway Christmas Market
16-12-2024,PN013,Carrots,Vegetables,6,18-12-2024,0.13,15%,0.11,14,0,1,Galway Christmas Market
16-12-2024,PN025,Ham,Meat,6,26-12-2024,2.99,0%,2.99,10,0,1,Galway Christmas Market
16-12-2024,PN028,Milk,Dairy,19,23-12-2024,1.25,0%,1.25,7,0,1,Galway Christmas Market
16-12-2024,PN037,Potatoes,Vegetables,3,18-12-2024,0.46,15%,0.39,20,0,1,Galway Christmas Market
16-12-2024,PN039,Red Wine,Beverages,17,16-12-2027,10.5,0%,10.5,1095,0,1,Galway Christmas Market
15-12-2024,PN004,Beef,Meat,8,05-01-2025,4.5,0%,4.5,21,0,1,Galway Christmas Market
15-12-2024,PN005,Bread,Bakery,8,15-12-2024,1.28,30%,0.9,5,0,1,Galway Christmas Market
15-12-2024,PN011,Cabbage,Vegetables,14,18-12-2024,1.29,10%,1.16,10,0,1,Galway Christmas Market
15-12-2024,PN013,Carrots,Vegetables,15,15-12-2024,0.13,30%,0.09,14,0,1,Galway Christmas Market
15-12-2024,PN020,Croissants,Bakery,13,14-01-2025,0.48,0%,0.48,30,0,1,Galway Christmas Market
15-12-2024,PN023,Eggs,Dairy,8,05-01-2025,0.21,0%,0.21,21,0,1,Galway Christmas Market
15-12-2024,PN026,Lamb,Meat,14,18-12-2024,5.0,0%,5.0,3,0,1,Galway Christmas Market
15-12-2024,PN042,Smoothie,Beverages,3,25-12-2024,4.25,0%,4.25,10,0,1,Galway Christmas Market
15-12-2024,PN048,Turkey,Meat,1,17-12-2024,1.99,15%,1.69,14,0,1,Galway Christmas Market
14-12-2024,PN001,Apples,Fruits,8,24-12-2024,0.6,0%,0.6,10,0,1,Galway Christmas Market
14-12-2024,PN002,Bananas,Fruits,3,15-12-2024,0.28,25%,0.21,7,0,1,Galway Christmas Market
14-12-2024,PN004,Beef,Meat,18,16-12-2024,4.5,15%,3.83,21,0,1,Galway Christmas Market
14-12-2024,PN007,Brussels Sprouts,Vegetables,18,21-12-2024,1.07,0%,1.07,7,0,1,Galway Christmas Market
14-12-2024,PN013,Carrots,Vegetables,11,28-12-2024,0.13,0%,0.13,14,0,1,Galway Christmas Market
13-12-2024,PN002,Bananas,Fruits,6,16-12-2024,0.28,10%,0.25,7,0,1,Galway Christmas Market
13-12-2024,PN012,Canned Soup,Staples,18,13-12-2026,2.13,0%,2.13,730,0,1,Galway Christmas Market
13-12-2024,PN015,Cheese,Dairy,2,03-01-2025,2.5,0%,2.5,21,0,1,Galway Christmas Market
13-12-2024,PN024,Guinness,Beverages,5,11-07-2025,4.66,0%,4.66,210,0,1,Galway Christmas Market
13-12-2024,PN025,Ham,Meat,6,15-12-2024,2.99,15%,2.54,10,0,1,Galway Christmas Market
13-12-2024,PN037,Potatoes,Vegetables,5,02-01-2025,0.46,0%,0.46,20,0,1,Galway Christmas Market
13-12-2024,PN038,Pumpkin,Vegetables,5,17-12-2024,3.45,0%,3.45,4,0,1,Galway Christmas Market
13-12-2024,PN045,Spinach,Vegetables,19,23-12-2024,1.39,0%,1.39,10,0,1,Galway Christmas Market
13-12-2024,PN049,White Wine,Beverages,5,13-12-2026,10.5,0%,10.5,730,0,1,Galway Christmas Market
12-12-2024,PN007,Brussels Sprouts,Vegetables,18,12-12-2024,1.07,30%,0.75,7,0,1,Galway Christmas Market
12-12-2024,PN008,Burger Patties,Meat,16,12-12-2025,3.0,0%,3.0,365,0,1,Galway Christmas Market
12-12-2024,PN024,Guinness,Beverages,17,10-07-2025,4.66,0%,4.66,210,0,1,Galway Christmas Market
12-12-2024,PN032,Oranges,Fruits,14,26-12-2024,0.6,0%,0.6,14,0,1,Galway Christmas Market
12-12-2024,PN037,Potatoes,Vegetables,10,01-01-2025,0.46,0%,0.46,20,0,1,Galway Christmas Market
11-12-2024,PN001,Apples,Fruits,11,21-12-2024,0.6,0%,0.6,10,0,1,Galway Christmas Market
11-12-2024,PN011,Cabbage,Vegetables,2,21-12-2024,1.29,0%,1.29,10,0,1,Galway Christmas Market
11-12-2024,PN013,Carrots,Vegetables,6,25-12-2024,0.13,0%,0.13,14,0,1,Galway Christmas Market
11-12-2024,PN025,Ham,Meat,6,21-12-2024,2.99,0%,2.99,10,0,1,Galway Christmas Market
11-12-2024,PN031,Orange Juice,Beverages,4,25-12-2024,2.5,0%,2.5,14,0,1,Galway Christmas Market
11-12-2024,PN038,Pumpkin,Vegetables,19,15-12-2024,3.45,0%,3.45,4,0,1,Galway Christmas Market
11-12-2024,PN039,Red Wine,Beverages,10,11-12-2027,10.5,0%,10.5,1095,0,1,Galway Christmas Market
10-12-2024,PN004,Beef,Meat,3,31-12-2024,4.5,0%,4.5,21,0,1,Galway Christmas Market
10-12-2024,PN007,Brussels Sprouts,Vegetables,4,17-12-2024,1.07,0%,1.07,7,0,1,Galway Christmas Market
10-12-2024,PN016,Chicken Breast,Meat,4,10-12-2024,3.99,30%,2.79,5,0,1,Galway Christmas Market
10-12-2024,PN026,Lamb,Meat,16,13-12-2024,5.0,0%,5.0,3,0,1,Galway Christmas Market
10-12-2024,PN037,Potatoes,Vegetables,8,10-12-2024,0.46,30%,0.32,20,0,1,Galway Christmas Market
10-12-2024,PN039,Red Wine,Beverages,5,28-12-2024,10.5,30%,7.35,1095,0,1,Galway Christmas Market
10-12-2024,PN043,Soft Drinks,Beverages,14,07-08-2025,3.4,0%,3.4,240,0,1,Galway Christmas Market
09-12-2024,PN015,Cheese,Dairy,9,30-12-2024,2.5,0%,2.5,21,0,1,Galway Christmas Market
09-12-2024,PN022,Easter Eggs,Confectionery,14,09-12-2025,1.2,0%,1.2,365,0,1,Galway Christmas Market
09-12-2024,PN022,Easter Eggs,Confectionery,17,09-12-2025,1.2,0%,1.2,365,0,1,Galway Christmas Market
09-12-2024,PN039,Red Wine,Beverages,5,09-12-2027,10.5,0%,10.5,1095,0,1,Galway Christmas Market
